"";"Astronomia";"Bitwa pod Grunwaldem";"Bitwa Warszawska";"Chrzest Polski";"Film dokumentalny";"Film fabularny";"Fryderyk Franciszek Chopin";"Horror na ekranie – co to za gatunek";"Ile jest planet i dlaczego";"Informatyka a coraz nowsze pojêcia informatyczne";"Informatyka bez z³udzeñ";"Johann Sebastian Bach";"Ksiezyc";"Ludwig van Beethoven";"Myœlenie komputacyjne";"Piêæ dekad - historia grafiki komputerowej";"Potop szwedzki";"Rodzaje i gatunki filmowe";"Slonce";"Wolfgang Amadeus Mozart"
"adept";0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
"adiabatyczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"administracja";0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"administrowaæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"adobe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
"adolfa";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"adolfowi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"adopcja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"adorator";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"adresat";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"adresatka";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"adresowaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
"afirmowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"afroamerykaninie";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"afroamerykanów";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"afrykañski";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"after";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"agnus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"agonia";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"agresja";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"agresywny";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"agricola";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"ahmad";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aitken";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"akademia";3;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"akademicki";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"akadu";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"akcent";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"akcentowaæ";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0
"akceptacja";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"akceptowaæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"akceptowalny";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"akcja";0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;2;6;0;0
"akrecja";0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
"akrecyjny";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"akt";0;0;0;1;0;0;23;0;0;0;0;0;0;0;0;0;1;0;0;1
"aktor";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0
"aktorski";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aktorstwo";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aktu”";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"aktywnoœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
"aktywny";0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;1
"akurat";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"akuszerka";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"akwen";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"akwizgranie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"alain";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alaina";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alba";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"albattani";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"albert";2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"albowiem";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"albrechtsbergera";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"album";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"aldebarana";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"aldus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"aleksander";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"aleksandr";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aleksandra";0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;3;0;0;0
"aleksandria";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aleksandrowi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"aleksandryjski";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aleksemu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"alfa";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"alfabetyzacja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
"alfanumeryczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"alfarghani";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alfons";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alfonsyñskie";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alfreda";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alfvéna";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
"algorytm";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"algorytmiczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"algorytmika";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"alicja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"alienacja";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alkaliczny";0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
"alkohol";0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0
"allegriego";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"alley”";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"almagest";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"almagestu";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"almavivy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"alois";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"alojza";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"alojz¹";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"alojzê";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"alojzy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"alrahman";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"als";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"altamont";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alternatywny";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"altman";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"altmana";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"altnikola";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"altowiolista";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"altówka";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"altymetria";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"alumn";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"alzarkali";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"amadé";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"amadeo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"amadeus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"amadeusa";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"amadeusz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"amatorski";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"ambicja";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"ambitny";0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"ameryce”";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"ameryk";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
"amerykan";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"amerykañski";0;0;0;0;7;2;0;2;0;0;7;0;1;0;0;0;0;3;0;0
"amerykañskie";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
"amerykañskoniemieckich";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ameryk¹";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"amerykê";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"amici";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"amiga";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"ámosem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"anachronizm";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"anaksymander";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"analiza";2;0;0;0;1;0;0;0;1;4;1;0;1;0;2;0;0;0;1;1
"analizowaæ";0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"analizuj¹c";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"analog";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"analogiczny";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"analogowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"anarchiczny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"anatole’a";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"anatomiczny";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"and";0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"anders";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"anderson";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"andré";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"andreas";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"andrew";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"andriej";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"androidów”";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"andrzej";0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0
"andrzeja";0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0
"anegdota";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"ang";0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;1;0
"angels";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"angielski";0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0
"angielskie";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0
"anglojêzyczny";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"anglosaski";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"angstrem";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"angström";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"animacja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;5;0;0
"animacjijednym";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"animée";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"animowany";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;6;0;0
"anna";0;0;0;0;0;0;4;0;0;0;0;1;0;1;0;0;0;0;0;2
"annabelle";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"annaemila";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"ann¹";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"annê";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1
"annopol";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"anny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"anomalia";0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"anonim";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"anonimowy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"anortozyt";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"anortozytowych";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"anortyt";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"ansteya";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"antagonista";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"antiochia";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"anton";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
"antona";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"antoni";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"antonia";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"antoniego";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"antoniny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"antonioniego";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"antonowi";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"antropologiczny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"antyaliasing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"antyfona";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"antylogia";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"antypoda";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"aparat";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aparatura";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"apartament";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"aparycja";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"apel";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aphelium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"aplikacja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0
"apollo";0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1
"apoloniusz";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"apostazja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"apostolski";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"apoteoza";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"appel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"apple";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"aprowizacja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"aprzedstawiony";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"apteka";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"aqua";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"arabowie";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"arabski";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aran";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"arbitralnoœæ";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"arc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"archeolog";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"archimedesa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"architektoniczny";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
"architektura";0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0
"archiwalny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"archiwum";0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"arcybiskup";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3
"arcybiskupi";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"arcybiskupstwo";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"arcydzie³o";0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;1
"arcyksi¹¿ê";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"arcyksiêcia";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"arcyksiêciem";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"arecibo";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"arena";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"argelander";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"argon";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"argument";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"argumentuj¹c";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aria";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"arithmethic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"arjergardy";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"arkadia";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"arkusz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"armia";0;9;62;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0
"armiñski";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"armji";0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"arnego";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"arnstadt";0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
"arthur";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"arthura";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"artw";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"artyku³";0;0;1;0;0;0;1;1;0;9;1;0;0;0;0;1;0;0;1;1
"artyleria";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"artyleryjski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"artysta";0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;2;0;1;0;0
"artystyczny";0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;3;0;0;0;1
"arvid";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"arvida";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"arystarch";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"arystokracja";0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;2
"arystokratka";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"arystotelesa";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"arytmetyka";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"ascanio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"ascii";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"asocjacyjny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"aspekt";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"associates";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aster";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"asteroidami’’";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"astrei";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"astrofi";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"astrofizyk";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"astrofizyka";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"astrologia";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"astrologiczny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"astrometria";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"astron";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"astronauta";0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"astronautyka";2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"astronawigacja";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"astronom";14;0;0;0;0;0;0;0;17;0;0;0;1;0;0;0;0;0;1;0
"astronomateoretyka";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"astronomia";66;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0
"astronomiczny";40;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0
"asu";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"asystent";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"atak";0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"atakowaæ";0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"atakuj¹c";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"atari";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"ates";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"atlantyku";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"atlas";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"atmosfera";2;0;0;0;0;0;1;2;1;0;1;0;4;0;0;0;0;1;9;0
"atmosferyczny";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
"atom";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
"atomista";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"atomizm";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"atomowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"atomu”";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"atrakcja";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"attitude";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"audytorium";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"augsburgu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"august";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"augusta";0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"aus";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"austriacki";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3
"austrii";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1
"autentycznoœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
